,Type,Year built,Heating,Cooling,Parking,HOA,Price/sqft,Total Price,Bedrooms,Bathrooms,Full bathrooms,Address,URL,Lot,Half bathrooms,Date available,Pets,Laundry,Deposit & fees
105,Single Family,1918,Gas,Central,2 spaces,,$124,"$460,000", 7, 3, 2,6410-W-Raven-St-Chicago-IL-60631,https://www.zillow.com/homedetails/6410-W-Raven-St-Chicago-IL-60631/3628024_zpid/,"6,229 sqft", 1,,,,
106,Single Family,2004,"Forced air, Electric",Central,2 spaces,,"$1,588","$1,175,000", 4, 4, 3,344-W-Scott-St-Chicago-IL-60610,https://www.zillow.com/homedetails/344-W-Scott-St-Chicago-IL-60610/65563741_zpid/,"2,781 sqft", 1,,,,
107,Townhouse,1926,Forced air,Central,1 space,$729/month,$422,"$1,350,000", 4, 3, 3,245-W-Concord-Ln-Chicago-IL-60614,https://www.zillow.com/homedetails/245-W-Concord-Ln-Chicago-IL-60614/3743195_zpid/,0.8 acres,,,,,
108,Single Family,1880,"Forced air, Gas",Central,2 spaces,,$292,"$729,000", 3, 2, 2,3024-W-Medill-Ave-Chicago-IL-60647,https://www.zillow.com/homedetails/3024-W-Medill-Ave-Chicago-IL-60647/3688312_zpid/,"3,310 sqft",,,,,
109,Condo,1917,Forced air,Central,1 space,$405/month,$252,"$235,000", 1, 1, 1,523-S-Plymouth-Ct-APT-303-Chicago-IL-60605,https://www.zillow.com/homedetails/523-S-Plymouth-Ct-APT-303-Chicago-IL-60605/3871350_zpid/,,,,,,
110,Single Family,1921,Gas,Central,2 spaces,None,$90,"$269,000", 5, 3, 3,8046-S-Justine-St-Chicago-IL-60620,https://www.zillow.com/homedetails/8046-S-Justine-St-Chicago-IL-60620/4014494_zpid/,"3,998 sqft",,,,,
111,Single Family,1905,"Forced air, Gas",Central,2 spaces,,$138,"$199,500", 3, 3, 2,3018-S-Kedvale-Ave-Chicago-IL-60623,https://www.zillow.com/homedetails/3018-S-Kedvale-Ave-Chicago-IL-60623/2077643475_zpid/,"3,136 sqft", 1,,,,
112,Condo,1920,"Forced air, Gas",Central,1 space,$260/mo,$309,"$339,900", 2, 1, 1,1934-N-Washtenaw-Ave-APT-216-Chicago-IL-60647,https://www.zillow.com/homedetails/1934-N-Washtenaw-Ave-APT-216-Chicago-IL-60647/62008307_zpid/,,,,,,
113,Multi Family,1913,Forced air,Central,2 spaces,,No Data,"$690,000", 6, 3, 3,2628-N-Ridgeway-Ave-Chicago-IL-60647,https://www.zillow.com/homedetails/2628-N-Ridgeway-Ave-Chicago-IL-60647/2077643793_zpid/,,,,,,
114,Multi Family,1923,Forced air,Central,3 spaces,,No Data,"$825,000", 6, 4, 4,4919-N-Saint-Louis-Ave-Chicago-IL-60625,https://www.zillow.com/homedetails/4919-N-Saint-Louis-Ave-Chicago-IL-60625/2077643800_zpid/,,,,,,
115,Townhouse,1989,"Electric, Gas",Central,1 space,,$291,"$719,900", 3, 3, 2,2501-N-Wayne-Ave-APT-21-Chicago-IL-60614,https://www.zillow.com/homedetails/2501-N-Wayne-Ave-APT-21-Chicago-IL-60614/3729675_zpid/,0.57 Acres, 1,,,,
116,Condo,1999,"Forced air, Gas",Central,1 space,$970/mo,$333,"$500,000", 2, 2, 2,130-S-Canal-St-APT-502-Chicago-IL-60606,https://www.zillow.com/homedetails/130-S-Canal-St-APT-502-Chicago-IL-60606/58368776_zpid/,,,,,,
117,Single Family,1920,"Forced air, Gas",Central,2 spaces,,$583,"$2,450,000", 5, 5, 4,1844-N-Fremont-St-Chicago-IL-60614,https://www.zillow.com/homedetails/1844-N-Fremont-St-Chicago-IL-60614/158608404_zpid/,"3,000 sqft", 1,,,,
118,Condo,2001,Forced air,Central,None,$529/month,$399,"$335,000", 1, 1, 1,345-N-La-Salle-Dr-APT-3002-Chicago-IL-60654,https://www.zillow.com/homedetails/345-N-La-Salle-Dr-APT-3002-Chicago-IL-60654/63701005_zpid/,,,,,,
119,Condo,1915,Forced air,Central,None,$377/month,$274,"$329,000", 2, 2, 2,4121-N-Sheridan-Rd-APT-1N-Chicago-IL-60613,https://www.zillow.com/homedetails/4121-N-Sheridan-Rd-APT-1N-Chicago-IL-60613/65559325_zpid/,,,,,,
120,Condo,1915,"Forced air, Gas",Central,No Data,$377/mo,$274,"$329,000", 2, 2, 2,4121-N-Sheridan-Rd-APT-1N-Chicago-IL-60613,https://www.zillow.com/homedetails/4121-N-Sheridan-Rd-APT-1N-Chicago-IL-60613/65559325_zpid/,,,,,,
121,Condo,1985,Forced air,Central,1 space,$286/month,$381,"$629,000", 3, 3, 2,1651-N-Dayton-St-APT-100-Chicago-IL-60614,https://www.zillow.com/homedetails/1651-N-Dayton-St-APT-100-Chicago-IL-60614/3736990_zpid/,, 1,,,,
122,Condo,2005,Gas,Central,1 space,$500/mo,$295,"$339,000", 2, 2, 2,1525-S-Sangamon-St-417-Chicago-IL-60608,https://www.zillow.com/homedetails/1525-S-Sangamon-St-417-Chicago-IL-60608/65572048_zpid/,,,,,,
123,Condo,2000,"Forced air, Gas",Central,2 spaces,$329/mo,,"$499,000", 2, 2, 2,3845-N-Ashland-Ave-APT-2E-Chicago-IL-60613,https://www.zillow.com/homedetails/3845-N-Ashland-Ave-APT-2E-Chicago-IL-60613/54534049_zpid/,,,,,,
124,Condo,2004,"Forced air, Gas",Central,1 space,$224/mo,$396,"$594,000", 2, 2, 2,1505-W-School-St-3-Chicago-IL-60657,https://www.zillow.com/homedetails/1505-W-School-St-3-Chicago-IL-60657/70448435_zpid/,,,,,,
125,Condo,2004,"Forced air, Gas",Central,1 space,$206/mo,$256,"$730,000", 3, 3, 3,1520-N-Cleveland-Ave-1-Chicago-IL-60610,https://www.zillow.com/homedetails/1520-N-Cleveland-Ave-1-Chicago-IL-60610/70463903_zpid/,,,,,,
126,Multi Family,2005,Forced air,Central,Detached Garage,,$281,"$365,000", 2, 2, 2,914-S-Racine-Ave-APT-201-Chicago-IL-60607,https://www.zillow.com/homedetails/914-S-Racine-Ave-APT-201-Chicago-IL-60607/87710596_zpid/,,,,,,
127,Multi Family,No Data,Forced air,Central,3 spaces,,No Data,"$999,000", 7, 4, 4,1326-W-George-St-Chicago-IL-60657,https://www.zillow.com/homedetails/1326-W-George-St-Chicago-IL-60657/2077644839_zpid/,,,,,,
128,Single Family,1964,"Forced air, Gas",No Data,2 spaces,,$71,"$69,000", 3, 1, 1,1156-W-115th-St-Chicago-IL-60643,https://www.zillow.com/homedetails/1156-W-115th-St-Chicago-IL-60643/4150650_zpid/,"3,171 sqft",,,,,
129,Condo,2003,"Forced air, Gas",Central,2 spaces,$360/mo,$298,"$424,900", 3, 2, 2,949-N-Willard-Ct-Chicago-IL-60642,https://www.zillow.com/homedetails/949-N-Willard-Ct-Chicago-IL-60642/65564832_zpid/,,,,,,
130,Condo,2005,Gas,Central,1 space,$670/mo,$469,"$435,000", 1, 2, 1,201-N-Westshore-Dr-APT-2304-Chicago-IL-60601,https://www.zillow.com/homedetails/201-N-Westshore-Dr-APT-2304-Chicago-IL-60601/70471235_zpid/,, 1,,,,
131,Single Family,1955,Gas,Central,2 spaces,,$214,"$314,900", 3, 2, 1,11829-S-Maplewood-Ave-Chicago-IL-60655,https://www.zillow.com/homedetails/11829-S-Maplewood-Ave-Chicago-IL-60655/4100049_zpid/,"4,965 sqft", 1,,,,
132,Condo,2005,Forced air,Central,1 space,$108/month,No Data,"$275,000", 2, 2, 2,2145-W-Warren-Blvd-3-Chicago-IL-60612,https://www.zillow.com/homedetails/2145-W-Warren-Blvd-3-Chicago-IL-60612/87724167_zpid/,,,,,,
133,Condo,1950,Baseboard,No Data,Attached Garage,$337/month,No Data,"$95,000", 0, 1, 1,4880-N-Marine-Dr-APT-507-Chicago-IL-60640,https://www.zillow.com/homedetails/4880-N-Marine-Dr-APT-507-Chicago-IL-60640/3702412_zpid/,,,,,,
134,Multi Family,1925,Forced air,No Data,2 spaces,,No Data,"$224,900", 4, 2, 2,7512-S-Calumet-Ave-Chicago-IL-60619,https://www.zillow.com/homedetails/7512-S-Calumet-Ave-Chicago-IL-60619/2077645047_zpid/,,,,,,
135,Single Family,2005,Gas,Central,2 spaces,,$184,"$699,000", 3, 4, 3,2519-S-Eleanor-St-Chicago-IL-60608,https://www.zillow.com/homedetails/2519-S-Eleanor-St-Chicago-IL-60608/65539771_zpid/,"4,399 sqft", 1,,,,
136,Multiple Occupancy,No Data,"Forced air, Gas",Central,2 spaces,,$625,"$624,900", 4, 3, 3,1417-W-Augusta-Blvd-Chicago-IL-60642,https://www.zillow.com/homedetails/1417-W-Augusta-Blvd-Chicago-IL-60642/2125154567_zpid/,,,,,,
137,Condo,2006,Forced air,Central,1 space,$635/month,$285,"$424,900", 2, 2, 2,1935-S-Archer-Ave-APT-415-Chicago-IL-60616,https://www.zillow.com/homedetails/1935-S-Archer-Ave-APT-415-Chicago-IL-60616/87699363_zpid/,,,,,,
138,Condo,1996,Forced air,Central,2 spaces,$137/month,No Data,"$435,000", 2, 2, 2,3248-N-Seminary-Ave-2-Chicago-IL-60657,https://www.zillow.com/homedetails/3248-N-Seminary-Ave-2-Chicago-IL-60657/3712720_zpid/,,,,,,
139,Multiple Occupancy,1904,Gas,No Data,2 spaces,,,"$274,900", 4, 3, 3,1651-N-Harding-Ave-Chicago-IL-60647,https://www.zillow.com/homedetails/1651-N-Harding-Ave-Chicago-IL-60647/2077645369_zpid/,,,,,,
140,Townhouse,2001,"Forced air, Gas",Central,2 spaces,,$241,"$539,900", 3, 3, 3,4646-N-Greenview-Ave-UNIT-8-Chicago-IL-60640,https://www.zillow.com/homedetails/4646-N-Greenview-Ave-UNIT-8-Chicago-IL-60640/60263164_zpid/,1.46 Acres,,,,,
141,Single Family,1954,"Forced air, Gas",Central,1 space,,$330,"$294,900", 3, 2, 2,10928-S-Albany-Ave-Chicago-IL-60655,https://www.zillow.com/homedetails/10928-S-Albany-Ave-Chicago-IL-60655/4079755_zpid/,"4,356 sqft",,,,,
142,Condo,1940,No Data,No Data,1 space,$343/mo,$183,"$219,000", 2, 1, 1,1262-W-Pratt-Blvd-APT-3-Chicago-IL-60626,https://www.zillow.com/homedetails/1262-W-Pratt-Blvd-APT-3-Chicago-IL-60626/3573926_zpid/,,,,,,
143,Single Family,1966,Forced air,Central,2 spaces,,$68,"$69,900", 3, 2, 2,522-E-88th-Pl-Chicago-IL-60619,https://www.zillow.com/homedetails/522-E-88th-Pl-Chicago-IL-60619/4116027_zpid/,"4,704 sqft",,,,,
144,Condo,1973,"Forced air, Other",Central,1 space,$597/mo,$214,"$179,900", 1, 1, 1,655-W-Irving-Park-Rd-APT-2912-Chicago-IL-60613,https://www.zillow.com/homedetails/655-W-Irving-Park-Rd-APT-2912-Chicago-IL-60613/65560959_zpid/,,,,,,
145,Condo,1898,Gas,Central,None,$573/month,$357,"$324,900", 1, 1, 1,6-N-Michigan-Ave-1010-Chicago-IL-60602,https://www.zillow.com/homedetails/6-N-Michigan-Ave-1010-Chicago-IL-60602/2146846006_zpid/,,,,,,
146,Condo,1995,Forced air,Central,1 space,$628/month,$399,"$599,000", 2, 2, 2,1155-W-Armitage-Ave-APT-209-Chicago-IL-60614,https://www.zillow.com/homedetails/1155-W-Armitage-Ave-APT-209-Chicago-IL-60614/3736077_zpid/,,,,,,
147,Condo,2001,"Forced air, Gas",Central,1 space,"$1,290/mo",$348,"$695,000", 3, 2, 2,630-N-State-St-APT-1006-Chicago-IL-60654,https://www.zillow.com/homedetails/630-N-State-St-APT-1006-Chicago-IL-60654/60203185_zpid/,,,,,,
148,Condo,2006,"Forced air, Gas",Central,1 space,$401/mo,,"$399,900", 3, 2, 2,3125-W-Fullerton-Ave-APT-203-Chicago-IL-60647,https://www.zillow.com/homedetails/3125-W-Fullerton-Ave-APT-203-Chicago-IL-60647/101299993_zpid/,,,,,,
149,Condo,2017,"Forced air, Gas",Central,1 space,$141/mo,$422,"$549,000", 2, 2, 2,1470-W-Winona-St-UNIT-201-Chicago-IL-60640,https://www.zillow.com/homedetails/1470-W-Winona-St-UNIT-201-Chicago-IL-60640/306332656_zpid/,,,,,,
150,Condo,2016,"Forced air, Gas",Central,1 space,$227/mo,,"$500,000", 3, 2, 2,2312-W-Belmont-Ave-2E-Chicago-IL-60618,https://www.zillow.com/homedetails/2312-W-Belmont-Ave-2E-Chicago-IL-60618/253421980_zpid/,,,,,,
151,Condo,2015,Gas,Central,1 space,$348/month,$400,"$799,900", 3, 2, 2,1801-W-Chicago-Ave-4S-Chicago-IL-60622,https://www.zillow.com/homedetails/1801-W-Chicago-Ave-4S-Chicago-IL-60622/253421108_zpid/,,,,,,
152,Single Family,1925,Gas,None,2 spaces,,$81,"$89,900", 4, 2, 2,7537-S-Indiana-Ave-Chicago-IL-60619,https://www.zillow.com/homedetails/7537-S-Indiana-Ave-Chicago-IL-60619/4005428_zpid/,"6,054 sqft",,,,,
153,Single Family,1956,Gas,Central,3 spaces,,$270,"$295,000", 3, 2, 2,5436-S-Nagle-Ave-Chicago-IL-60638,https://www.zillow.com/homedetails/5436-S-Nagle-Ave-Chicago-IL-60638/3920605_zpid/,"5,000 sqft",,,,,
154,Condo,No Data,Gas,No Data,1 space,$707/mo,$350,"$279,900", 1, 1, 1,1355-N-Sandburg-Ter-1609-Chicago-IL-60610,https://www.zillow.com/homedetails/1355-N-Sandburg-Ter-1609-Chicago-IL-60610/2077646308_zpid/,,,,,,
155,Multi Family,1885,Forced air,No Data,None,,No Data,"$219,000", 6, 2, 2,2251-W-Cullerton-St-Chicago-IL-60608,https://www.zillow.com/homedetails/2251-W-Cullerton-St-Chicago-IL-60608/2077646381_zpid/,,,,,,
156,Condo,1926,Forced air,Central,1 space,$107/month,$223,"$145,000", 1, 1, 1,1538-N-Rockwell-St-APT-2R-Chicago-IL-60622,https://www.zillow.com/homedetails/1538-N-Rockwell-St-APT-2R-Chicago-IL-60622/2124725009_zpid/,,,,,,
157,Condo,2000,"Forced air, Gas",Central,1 space,$330/mo,$400,"$600,000", 3, 2, 2,2728-N-Lincoln-Ave-APT-3W-Chicago-IL-60614,https://www.zillow.com/homedetails/2728-N-Lincoln-Ave-APT-3W-Chicago-IL-60614/60264905_zpid/,,,,,,
158,Multiple Occupancy,1905,No Data,No Data,No Data,,,"$164,900", 6, 2, 2,5519-S-Throop-St-Chicago-IL-60636,https://www.zillow.com/homedetails/5519-S-Throop-St-Chicago-IL-60636/2132471437_zpid/,,,,,,
159,Condo,2008,Forced air,Central,1 space,$560/month,$375,"$299,900", 1, 1, 1,659-W-Randolph-St-1415-Chicago-IL-60661,https://www.zillow.com/homedetails/659-W-Randolph-St-1415-Chicago-IL-60661/2146845241_zpid/,,,,,,
160,Condo,1966,Forced air,Central,1 space,$170/month,No Data,"$123,500", 2, 1, 1,6413-S-Oak-Park-Ave-APT-23E-Chicago-IL-60638,https://www.zillow.com/homedetails/6413-S-Oak-Park-Ave-APT-23E-Chicago-IL-60638/3947526_zpid/,,,,,,
161,Condo,1972,Forced air,Central,1 space,$740/month,$188,"$159,999", 1, 1, 1,4343-N-Clarendon-Ave-APT-2713-Chicago-IL-60613,https://www.zillow.com/homedetails/4343-N-Clarendon-Ave-APT-2713-Chicago-IL-60613/3703086_zpid/,,,,,,
162,Condo,2016,Gas,Central,1 space,$211/mo,$213,"$489,000", 3, 3, 2,1006-W-Cullerton-St-1-Chicago-IL-60608,https://www.zillow.com/homedetails/1006-W-Cullerton-St-1-Chicago-IL-60608/2101663446_zpid/,, 1,,,,
163,Condo,1920,Gas,Central,2 spaces,$609/month,$421,"$590,000", 2, 2, 2,550-N-Kingsbury-St-APT-419-Chicago-IL-60654,https://www.zillow.com/homedetails/550-N-Kingsbury-St-APT-419-Chicago-IL-60654/3862031_zpid/,,,,,,
164,Condo,1920,Gas,No Data,No Data,$470/mo,$349,"$349,000", 2, 2, 2,735-W-Wellington-Ave-3-Chicago-IL-60657,https://www.zillow.com/homedetails/735-W-Wellington-Ave-3-Chicago-IL-60657/3720464_zpid/,,,,,,
165,Condo,No Data,"Forced air, Gas",Central,1 space,$137/mo,$191,"$229,000", 2, 1, 1,4331-N-Sacramento-Ave-G-Chicago-IL-60618,https://www.zillow.com/homedetails/4331-N-Sacramento-Ave-G-Chicago-IL-60618/2077646564_zpid/,,,,,,
166,Condo,2004,Forced air,Central,1 space,$187/month,$164,"$279,000", 3, 2, 2,6116-S-University-Ave-APT-2S-Chicago-IL-60637,https://www.zillow.com/homedetails/6116-S-University-Ave-APT-2S-Chicago-IL-60637/2119994882_zpid/,,,,,,
167,Multi Family,No Data,Gas,No Data,2 spaces,,No Data,"$435,000", 7, 3, 3,3506-W-Mclean-Ave-Chicago-IL-60647,https://www.zillow.com/homedetails/3506-W-Mclean-Ave-Chicago-IL-60647/2085473639_zpid/,,,,,,
168,Single Family,1920,Gas,Central,2 spaces,,$170,"$409,000", 5, 3, 3,939-N-Pine-Ave-Chicago-IL-60651,https://www.zillow.com/homedetails/939-N-Pine-Ave-Chicago-IL-60651/3797123_zpid/,"5,000 sqft",,,,,
169,Condo,1943,Forced air,Central,1 space,$498/month,$245,"$429,000", 2, 3, 2,1201-W-Diversey-Pkwy-APT-2A-Chicago-IL-60614,https://www.zillow.com/homedetails/1201-W-Diversey-Pkwy-APT-2A-Chicago-IL-60614/3729284_zpid/,, 1,,,,
170,Condo,1974,Electric,No Data,2 spaces,$752/mo,$379,"$379,000", 1, 2, 1,155-N-Harbor-Dr-APT-4404-Chicago-IL-60601,https://www.zillow.com/homedetails/155-N-Harbor-Dr-APT-4404-Chicago-IL-60601/3870549_zpid/,, 1,,,,
171,Condo,2002,"Forced air, Gas",Central,1 space,$584/mo,$258,"$334,999", 2, 2, 2,1524-S-Sangamon-St-UNIT-407-Chicago-IL-60608,https://www.zillow.com/homedetails/1524-S-Sangamon-St-UNIT-407-Chicago-IL-60608/65571967_zpid/,,,,,,
172,Single Family,1895,Gas,Central,1 space,,$130,"$195,900", 3, 3, 1,571-N-Long-Ave-Chicago-IL-60644,https://www.zillow.com/homedetails/571-N-Long-Ave-Chicago-IL-60644/3808555_zpid/,"3,632 sqft", 2,,,,
173,Condo,2006,"Forced air, Gas",Central,1 space,$220/mo,$206,"$505,000", 2, 2, 2,1332-N-Wolcott-Ave-3-Chicago-IL-60622,https://www.zillow.com/homedetails/1332-N-Wolcott-Ave-3-Chicago-IL-60622/87698475_zpid/,,,,,,
174,Condo,2008,"Forced air, Gas",Central,1 space,$447/mo,$330,"$418,500", 2, 2, 2,4846-N-Clark-St-APT-501-Chicago-IL-60640,https://www.zillow.com/homedetails/4846-N-Clark-St-APT-501-Chicago-IL-60640/2095839126_zpid/,,,,,,
175,Condo,2012,Forced air,Central,No Data,$355/mo,$200,"$279,999", 2, 2, 2,4501-N-Magnolia-Ave-1S-Chicago-IL-60640,https://www.zillow.com/homedetails/4501-N-Magnolia-Ave-1S-Chicago-IL-60640/49917735_zpid/,,,,,,
176,Condo,2020,"Forced air, Gas",Central,1 space,$210/mo,$360,"$595,000", 3, 2, 2,1717-N-Humboldt-Blvd-3S-Chicago-IL-60647,https://www.zillow.com/homedetails/1717-N-Humboldt-Blvd-3S-Chicago-IL-60647/2077647635_zpid/,,,,,,
177,Multi Family,1926,Gas,No Data,None,,No Data,"$210,000", 8, 4, 4,510-W-75th-St-Chicago-IL-60621,https://www.zillow.com/homedetails/510-W-75th-St-Chicago-IL-60621/2077647697_zpid/,,,,,,
178,Single Family,1890,No Data,No Data,2 spaces,,$268,"$269,999", 3, 1, 1,1915-W-34th-Pl-Chicago-IL-60608,https://www.zillow.com/homedetails/1915-W-34th-Pl-Chicago-IL-60608/3879800_zpid/,"3,092 sqft",,,,,
179,Condo,1929,Forced air,Central,None,$166/month,$283,"$259,900", 2, 1, 1,3809-N-Campbell-Ave-1-Chicago-IL-60618,https://www.zillow.com/homedetails/3809-N-Campbell-Ave-1-Chicago-IL-60618/58359454_zpid/,,,,,,
180,Multiple Occupancy,1910,Gas,No Data,2 spaces,,$111,"$239,000", 6, 2, 2,6339-S-Saint-Lawrence-Ave-Chicago-IL-60637,https://www.zillow.com/homedetails/6339-S-Saint-Lawrence-Ave-Chicago-IL-60637/2134619852_zpid/,,,,,,
181,Multi Family,1888,"Baseboard, Forced air",Central,2 spaces,,"$1,466","$850,000", 7, 5, 5,1024-W-Altgeld-St-Chicago-IL-60614,https://www.zillow.com/homedetails/1024-W-Altgeld-St-Chicago-IL-60614/2121220988_zpid/,,,,,,
182,Condo,2014,Forced air,Central,1 space,$318/month,No Data,"$799,500", 3, 2, 2,1508-W-Huron-St-3E-Chicago-IL-60642,https://www.zillow.com/homedetails/1508-W-Huron-St-3E-Chicago-IL-60642/159464358_zpid/,,,,,,
183,Condo,1912,Forced air,Central,None,$350/month,$191,"$225,000", 1, 1, 1,801-S-Wells-St-APT-208-Chicago-IL-60607,https://www.zillow.com/homedetails/801-S-Wells-St-APT-208-Chicago-IL-60607/49910749_zpid/,,,,,,
184,Multiple Occupancy,1885,"Forced air, Gas",Central,2 spaces,,,"$800,000", 3, 2, 2,1742-W-North-Ave-Chicago-IL-60622,https://www.zillow.com/homedetails/1742-W-North-Ave-Chicago-IL-60622/2099102741_zpid/,,,,,,
185,Single Family,1876,"Forced air, Gas",Central,No Data,,$451,"$725,000", 3, 2, 2,1639-N-Sedgwick-St-Chicago-IL-60614,https://www.zillow.com/homedetails/1639-N-Sedgwick-St-Chicago-IL-60614/3742716_zpid/,"1,973 sqft",,,,,
186,Single Family,1940,"Forced air, Gas",Central,4 spaces,,$153,"$459,000", 4, 2, 2,6976-W-Barry-Ave-Chicago-IL-60634,https://www.zillow.com/homedetails/6976-W-Barry-Ave-Chicago-IL-60634/3677488_zpid/,"4,804 sqft",,,,,
187,Condo,1927,Radiant,Central,2 spaces,"$1,622/month",$340,"$749,000", 3, 3, 3,3800-N-Lake-Shore-Dr-14D-Chicago-IL-60613,https://www.zillow.com/homedetails/3800-N-Lake-Shore-Dr-14D-Chicago-IL-60613/3714308_zpid/,,,,,,
188,Single Family,1944,Gas,No Data,2 spaces,,$186,"$210,000", 3, 2, 2,9640-S-Woodlawn-Ave-Chicago-IL-60628,https://www.zillow.com/homedetails/9640-S-Woodlawn-Ave-Chicago-IL-60628/4134999_zpid/,"3,092 sqft",,,,,
189,Condo,1971,No Data,Central,1 space,$550/mo,$188,"$144,900", 1, 1, 1,5415-N-Sheridan-Rd-APT-4208-Chicago-IL-60640,https://www.zillow.com/homedetails/5415-N-Sheridan-Rd-APT-4208-Chicago-IL-60640/3700584_zpid/,,,,,,
190,Condo,2006,Forced air,Central,2 spaces,$500/month,$325,"$389,900", 2, 2, 2,1645-W-Ogden-Ave-UNIT-608-Chicago-IL-60612,https://www.zillow.com/homedetails/1645-W-Ogden-Ave-UNIT-608-Chicago-IL-60612/87691710_zpid/,,,,,,
191,Condo,1974,"Forced air, Electric",Central,1 space,$579/mo,$219,"$229,900", 1, 1, 1,5855-N-Sheridan-Rd-APT-14E-Chicago-IL-60660,https://www.zillow.com/homedetails/5855-N-Sheridan-Rd-APT-14E-Chicago-IL-60660/3693915_zpid/,,,,,,
