,Type,Year built,Heating,Cooling,Parking,Total Price,Bedrooms,Bathrooms,Full bathrooms,Address,URL,HOA,Lot,Price/sqft,Half bathrooms,Date available,Pets,Laundry,Deposit & fees
105,Townhouse,2001,Forced air,Central,2 spaces,"$539,900", 3, 3, 3,4646-N-Greenview-Ave-UNIT-8-Chicago-IL-60640,https://www.zillow.com/homedetails/4646-N-Greenview-Ave-UNIT-8-Chicago-IL-60640/60263164_zpid/,$370/month,1.46 acres,$241,,,,,
106,Single Family,1954,Forced air,Central,1 space,"$294,900", 3, 2, 2,10928-S-Albany-Ave-Chicago-IL-60655,https://www.zillow.com/homedetails/10928-S-Albany-Ave-Chicago-IL-60655/4079755_zpid/,None,"4,356 sqft",$330,,,,,
107,Condo,1940,No Data,No Data,1 space,"$219,000", 2, 1, 1,1262-W-Pratt-Blvd-APT-3-Chicago-IL-60626,https://www.zillow.com/homedetails/1262-W-Pratt-Blvd-APT-3-Chicago-IL-60626/3573926_zpid/,$343/mo,,$183,,,,,
108,Single Family,1966,"Forced air, Gas",Central,2 spaces,"$69,900", 3, 2, 2,522-E-88th-Pl-Chicago-IL-60619,https://www.zillow.com/homedetails/522-E-88th-Pl-Chicago-IL-60619/4116027_zpid/,,"4,704 sqft",$68,,,,,
109,Condo,1973,"Forced air, Other",Central,1 space,"$179,900", 1, 1, 1,655-W-Irving-Park-Rd-APT-2912-Chicago-IL-60613,https://www.zillow.com/homedetails/655-W-Irving-Park-Rd-APT-2912-Chicago-IL-60613/65560959_zpid/,$597/mo,,$214,,,,,
110,Condo,1898,Gas,Central,No Data,"$324,900", 1, 1, 1,6-N-Michigan-Ave-1010-Chicago-IL-60602,https://www.zillow.com/homedetails/6-N-Michigan-Ave-1010-Chicago-IL-60602/2146846006_zpid/,$573/mo,,$357,,,,,
111,Condo,1995,"Forced air, Gas",Central,1 space,"$599,000", 2, 2, 2,1155-W-Armitage-Ave-APT-209-Chicago-IL-60614,https://www.zillow.com/homedetails/1155-W-Armitage-Ave-APT-209-Chicago-IL-60614/3736077_zpid/,$628/mo,,$399,,,,,
112,Condo,2001,"Forced air, Gas",Central,1 space,"$695,000", 3, 2, 2,630-N-State-St-APT-1006-Chicago-IL-60654,https://www.zillow.com/homedetails/630-N-State-St-APT-1006-Chicago-IL-60654/60203185_zpid/,"$1,290/mo",,$348,,,,,
113,Condo,2017,"Forced air, Gas",Central,1 space,"$549,000", 2, 2, 2,1470-W-Winona-St-UNIT-201-Chicago-IL-60640,https://www.zillow.com/homedetails/1470-W-Winona-St-UNIT-201-Chicago-IL-60640/306332656_zpid/,$141/mo,,$422,,,,,
114,Condo,2006,"Forced air, Gas",Central,1 space,"$399,900", 3, 2, 2,3125-W-Fullerton-Ave-APT-203-Chicago-IL-60647,https://www.zillow.com/homedetails/3125-W-Fullerton-Ave-APT-203-Chicago-IL-60647/101299993_zpid/,$401/mo,,,,,,,
115,Condo,2016,Forced air,Central,1 space,"$500,000", 3, 2, 2,2312-W-Belmont-Ave-2E-Chicago-IL-60618,https://www.zillow.com/homedetails/2312-W-Belmont-Ave-2E-Chicago-IL-60618/253421980_zpid/,$227/month,,No Data,,,,,
116,Condo,2015,Gas,Central,1 space,"$799,900", 3, 2, 2,1801-W-Chicago-Ave-4S-Chicago-IL-60622,https://www.zillow.com/homedetails/1801-W-Chicago-Ave-4S-Chicago-IL-60622/253421108_zpid/,$348/month,,$400,,,,,
117,Single Family,1925,Gas,None,2 spaces,"$89,900", 4, 2, 2,7537-S-Indiana-Ave-Chicago-IL-60619,https://www.zillow.com/homedetails/7537-S-Indiana-Ave-Chicago-IL-60619/4005428_zpid/,,"6,054 sqft",$81,,,,,
118,Single Family,1956,Gas,Central,3 spaces,"$295,000", 3, 2, 2,5436-S-Nagle-Ave-Chicago-IL-60638,https://www.zillow.com/homedetails/5436-S-Nagle-Ave-Chicago-IL-60638/3920605_zpid/,,"5,000 sqft",$270,,,,,
119,Condo,No Data,Gas,No Data,1 space,"$279,900", 1, 1, 1,1355-N-Sandburg-Ter-1609-Chicago-IL-60610,https://www.zillow.com/homedetails/1355-N-Sandburg-Ter-1609-Chicago-IL-60610/2077646308_zpid/,$707/mo,,$350,,,,,
120,Multiple Occupancy,1885,"Forced air, Gas",No Data,No Data,"$219,000", 6, 2, 2,2251-W-Cullerton-St-Chicago-IL-60608,https://www.zillow.com/homedetails/2251-W-Cullerton-St-Chicago-IL-60608/2077646381_zpid/,,,,,,,,
121,Condo,1926,"Forced air, Gas",Central,1 space,"$145,000", 1, 1, 1,1538-N-Rockwell-St-APT-2R-Chicago-IL-60622,https://www.zillow.com/homedetails/1538-N-Rockwell-St-APT-2R-Chicago-IL-60622/2124725009_zpid/,$107/mo,,$223,,,,,
122,Condo,2000,Forced air,Central,1 space,"$600,000", 3, 2, 2,2728-N-Lincoln-Ave-APT-3W-Chicago-IL-60614,https://www.zillow.com/homedetails/2728-N-Lincoln-Ave-APT-3W-Chicago-IL-60614/60264905_zpid/,$330/month,,$400,,,,,
123,Condo,2008,Forced air,Central,1 space,"$299,900", 1, 1, 1,659-W-Randolph-St-1415-Chicago-IL-60661,https://www.zillow.com/homedetails/659-W-Randolph-St-1415-Chicago-IL-60661/2146845241_zpid/,$560/month,,$375,,,,,
124,Multiple Occupancy,1905,No Data,No Data,No Data,"$164,900", 6, 2, 2,5519-S-Throop-St-Chicago-IL-60636,https://www.zillow.com/homedetails/5519-S-Throop-St-Chicago-IL-60636/2132471437_zpid/,,,,,,,,
125,Condo,1966,Forced air,Central,1 space,"$123,500", 2, 1, 1,6413-S-Oak-Park-Ave-APT-23E-Chicago-IL-60638,https://www.zillow.com/homedetails/6413-S-Oak-Park-Ave-APT-23E-Chicago-IL-60638/3947526_zpid/,$170/month,,No Data,,,,,
126,Condo,1972,Forced air,Central,1 space,"$159,999", 1, 1, 1,4343-N-Clarendon-Ave-APT-2713-Chicago-IL-60613,https://www.zillow.com/homedetails/4343-N-Clarendon-Ave-APT-2713-Chicago-IL-60613/3703086_zpid/,$740/month,,$188,,,,,
127,Condo,1920,Gas,Central,2 spaces,"$590,000", 2, 2, 2,550-N-Kingsbury-St-APT-419-Chicago-IL-60654,https://www.zillow.com/homedetails/550-N-Kingsbury-St-APT-419-Chicago-IL-60654/3862031_zpid/,$609/mo,,$421,,,,,
128,Condo,2016,Gas,Central,1 space,"$489,000", 3, 3, 2,1006-W-Cullerton-St-1-Chicago-IL-60608,https://www.zillow.com/homedetails/1006-W-Cullerton-St-1-Chicago-IL-60608/2101663446_zpid/,$211/mo,,$213, 1,,,,
129,Condo,1920,Gas,No Data,No Data,"$349,000", 2, 2, 2,735-W-Wellington-Ave-3-Chicago-IL-60657,https://www.zillow.com/homedetails/735-W-Wellington-Ave-3-Chicago-IL-60657/3720464_zpid/,$470/mo,,$349,,,,,
130,Condo,No Data,"Forced air, Gas",Central,1 space,"$229,000", 2, 1, 1,4331-N-Sacramento-Ave-G-Chicago-IL-60618,https://www.zillow.com/homedetails/4331-N-Sacramento-Ave-G-Chicago-IL-60618/2077646564_zpid/,$137/mo,,$191,,,,,
131,Condo,2004,"Forced air, Gas",Central,1 space,"$279,000", 3, 2, 2,6116-S-University-Ave-APT-2S-Chicago-IL-60637,https://www.zillow.com/homedetails/6116-S-University-Ave-APT-2S-Chicago-IL-60637/2119994882_zpid/,$187/mo,,$164,,,,,
132,Multi Family,No Data,Gas,No Data,2 spaces,"$435,000", 7, 3, 3,3506-W-Mclean-Ave-Chicago-IL-60647,https://www.zillow.com/homedetails/3506-W-Mclean-Ave-Chicago-IL-60647/2085473639_zpid/,,,No Data,,,,,
133,Single Family,1920,Gas,Central,2 spaces,"$409,000", 5, 3, 3,939-N-Pine-Ave-Chicago-IL-60651,https://www.zillow.com/homedetails/939-N-Pine-Ave-Chicago-IL-60651/3797123_zpid/,,"5,000 sqft",$170,,,,,
134,Condo,1943,"Forced air, Electric",Central,1 space,"$429,000", 2, 3, 2,1201-W-Diversey-Pkwy-APT-2A-Chicago-IL-60614,https://www.zillow.com/homedetails/1201-W-Diversey-Pkwy-APT-2A-Chicago-IL-60614/3729284_zpid/,$498/mo,,$245, 1,,,,
135,Condo,1974,Electric,No Data,2 spaces,"$379,000", 1, 2, 1,155-N-Harbor-Dr-APT-4404-Chicago-IL-60601,https://www.zillow.com/homedetails/155-N-Harbor-Dr-APT-4404-Chicago-IL-60601/3870549_zpid/,$752/month,,$379, 1,,,,
136,Condo,2002,Forced air,Central,1 space,"$334,999", 2, 2, 2,1524-S-Sangamon-St-UNIT-407-Chicago-IL-60608,https://www.zillow.com/homedetails/1524-S-Sangamon-St-UNIT-407-Chicago-IL-60608/65571967_zpid/,$584/month,,$258,,,,,
137,Single Family,1895,Gas,Central,1 space,"$195,900", 3, 3, 1,571-N-Long-Ave-Chicago-IL-60644,https://www.zillow.com/homedetails/571-N-Long-Ave-Chicago-IL-60644/3808555_zpid/,,"3,632 sqft",$130, 2,,,,
138,Condo,2006,"Forced air, Gas",Central,1 space,"$505,000", 2, 2, 2,1332-N-Wolcott-Ave-3-Chicago-IL-60622,https://www.zillow.com/homedetails/1332-N-Wolcott-Ave-3-Chicago-IL-60622/87698475_zpid/,$220/mo,,$206,,,,,
139,Condo,2008,Forced air,Central,1 space,"$418,500", 2, 2, 2,4846-N-Clark-St-APT-501-Chicago-IL-60640,https://www.zillow.com/homedetails/4846-N-Clark-St-APT-501-Chicago-IL-60640/2095839126_zpid/,$447/month,,$330,,,,,
140,Condo,2012,Forced air,Central,None,"$279,999", 2, 2, 2,4501-N-Magnolia-Ave-1S-Chicago-IL-60640,https://www.zillow.com/homedetails/4501-N-Magnolia-Ave-1S-Chicago-IL-60640/49917735_zpid/,$355/month,,$200,,,,,
141,Condo,2020,"Forced air, Gas",Central,1 space,"$595,000", 3, 2, 2,1717-N-Humboldt-Blvd-3S-Chicago-IL-60647,https://www.zillow.com/homedetails/1717-N-Humboldt-Blvd-3S-Chicago-IL-60647/2077647635_zpid/,$210/mo,,$360,,,,,
142,Multiple Occupancy,1926,Gas,No Data,No Data,"$210,000", 8, 4, 4,510-W-75th-St-Chicago-IL-60621,https://www.zillow.com/homedetails/510-W-75th-St-Chicago-IL-60621/2077647697_zpid/,,,,,,,,
143,Single Family,1890,No Data,No Data,2 spaces,"$269,999", 3, 1, 1,1915-W-34th-Pl-Chicago-IL-60608,https://www.zillow.com/homedetails/1915-W-34th-Pl-Chicago-IL-60608/3879800_zpid/,,"3,092 sqft",$268,,,,,
144,Condo,1929,Forced air,Central,None,"$259,900", 2, 1, 1,3809-N-Campbell-Ave-1-Chicago-IL-60618,https://www.zillow.com/homedetails/3809-N-Campbell-Ave-1-Chicago-IL-60618/58359454_zpid/,$166/month,,$283,,,,,
145,Multiple Occupancy,1910,Gas,No Data,2 spaces,"$239,000", 6, 2, 2,6339-S-Saint-Lawrence-Ave-Chicago-IL-60637,https://www.zillow.com/homedetails/6339-S-Saint-Lawrence-Ave-Chicago-IL-60637/2134619852_zpid/,,,$111,,,,,
146,Multi Family,1888,"Baseboard, Forced air",Central,2 spaces,"$850,000", 7, 5, 5,1024-W-Altgeld-St-Chicago-IL-60614,https://www.zillow.com/homedetails/1024-W-Altgeld-St-Chicago-IL-60614/2121220988_zpid/,,,"$1,466",,,,,
147,Condo,2014,Forced air,Central,1 space,"$799,500", 3, 2, 2,1508-W-Huron-St-3E-Chicago-IL-60642,https://www.zillow.com/homedetails/1508-W-Huron-St-3E-Chicago-IL-60642/159464358_zpid/,$318/month,,No Data,,,,,
148,Condo,1912,Forced air,Central,None,"$225,000", 1, 1, 1,801-S-Wells-St-APT-208-Chicago-IL-60607,https://www.zillow.com/homedetails/801-S-Wells-St-APT-208-Chicago-IL-60607/49910749_zpid/,$350/month,,$191,,,,,
149,Single Family,1876,Forced air,Central,None,"$725,000", 3, 2, 2,1639-N-Sedgwick-St-Chicago-IL-60614,https://www.zillow.com/homedetails/1639-N-Sedgwick-St-Chicago-IL-60614/3742716_zpid/,None,"1,973 sqft",$451,,,,,
150,Multi Family,1885,Forced air,Central,2 spaces,"$800,000", 3, 2, 2,1742-W-North-Ave-Chicago-IL-60622,https://www.zillow.com/homedetails/1742-W-North-Ave-Chicago-IL-60622/2099102741_zpid/,,,No Data,,,,,
151,Single Family,1940,Forced air,Central,4 spaces,"$459,000", 4, 2, 2,6976-W-Barry-Ave-Chicago-IL-60634,https://www.zillow.com/homedetails/6976-W-Barry-Ave-Chicago-IL-60634/3677488_zpid/,None,"4,804 sqft",$153,,,,,
152,Condo,1927,Radiant,Central,2 spaces,"$749,000", 3, 3, 3,3800-N-Lake-Shore-Dr-14D-Chicago-IL-60613,https://www.zillow.com/homedetails/3800-N-Lake-Shore-Dr-14D-Chicago-IL-60613/3714308_zpid/,"$1,622/month",,$340,,,,,
153,Single Family,1944,Gas,No Data,2 spaces,"$210,000", 3, 2, 2,9640-S-Woodlawn-Ave-Chicago-IL-60628,https://www.zillow.com/homedetails/9640-S-Woodlawn-Ave-Chicago-IL-60628/4134999_zpid/,,"3,092 sqft",$186,,,,,
154,Condo,1971,No Data,Central,1 space,"$144,900", 1, 1, 1,5415-N-Sheridan-Rd-APT-4208-Chicago-IL-60640,https://www.zillow.com/homedetails/5415-N-Sheridan-Rd-APT-4208-Chicago-IL-60640/3700584_zpid/,$550/mo,,$188,,,,,
155,Condo,2006,Forced air,Central,2 spaces,"$389,900", 2, 2, 2,1645-W-Ogden-Ave-UNIT-608-Chicago-IL-60612,https://www.zillow.com/homedetails/1645-W-Ogden-Ave-UNIT-608-Chicago-IL-60612/87691710_zpid/,$500/month,,$325,,,,,
156,Condo,1974,"Forced air, Electric",Central,1 space,"$229,900", 1, 1, 1,5855-N-Sheridan-Rd-APT-14E-Chicago-IL-60660,https://www.zillow.com/homedetails/5855-N-Sheridan-Rd-APT-14E-Chicago-IL-60660/3693915_zpid/,$579/mo,,$219,,,,,
157,Condo,1913,Forced air,Central,1 space,"$346,500", 2, 2, 2,2706-W-Evergreen-Ave-APT-3-Chicago-IL-60622,https://www.zillow.com/homedetails/2706-W-Evergreen-Ave-APT-3-Chicago-IL-60622/70463081_zpid/,$125/month,,$289,,,,,
158,Condo,2009,Gas,Central,1 space,"$850,000", 2, 2, 2,225-N-Columbus-Dr-UNIT-6606-Chicago-IL-60601,https://www.zillow.com/homedetails/225-N-Columbus-Dr-UNIT-6606-Chicago-IL-60601/2078288583_zpid/,"$1,109/mo",,$698,,,,,
159,Condo,2006,Gas,Central,1 space,"$320,000", 1, 2, 1,1600-S-Prairie-Ave-UNIT-1606-Chicago-IL-60616,https://www.zillow.com/homedetails/1600-S-Prairie-Ave-UNIT-1606-Chicago-IL-60616/119088900_zpid/,,,$288, 1,,,,
160,Condo,1998,"Forced air, Gas",Central,1 space,"$140,000", 2, 1, 1,6755-W-63rd-St-UNIT-A3N-Chicago-IL-60638,https://www.zillow.com/homedetails/6755-W-63rd-St-UNIT-A3N-Chicago-IL-60638/58370802_zpid/,$196/mo,,$140,,,,,
161,Single Family,1894,Forced air,Central,2 spaces,"$649,000", 3, 3, 2,3439-W-Parker-Ave-Chicago-IL-60647,https://www.zillow.com/homedetails/3439-W-Parker-Ave-Chicago-IL-60647/3670471_zpid/,None,"3,075 sqft",$653, 1,,,,
162,Single Family,1997,Forced air,Central,2 spaces,"$899,000", 4, 4, 3,1659-W-Erie-St-Chicago-IL-60622,https://www.zillow.com/homedetails/1659-W-Erie-St-Chicago-IL-60622/49911584_zpid/,$503/month,"1,681 sqft",$251, 1,,,,
163,Single Family,No Data,"Forced air, Gas",Central,1 space,"$1,440,000", 3, 4, 3,https:,https://www.zillow.com/community/parkline-chicago/2078738227_zpid/,,No Data,$674, 1,,,,
164,Multi Family,No Data,Gas,No Data,None,"$55,000", 6, 2, 2,7032-S-Saint-Lawrence-Ave-Chicago-IL-60637,https://www.zillow.com/homedetails/7032-S-Saint-Lawrence-Ave-Chicago-IL-60637/2077648749_zpid/,,,,,,,,
165,Condo,1989,Forced air,Central,1 space,"$469,000", 2, 2, 2,1122-N-Clark-St-APT-3308-Chicago-IL-60610,https://www.zillow.com/homedetails/1122-N-Clark-St-APT-3308-Chicago-IL-60610/58364479_zpid/,$922/month,,$372,,,,,
166,Single Family,1929,Gas,No Data,2 spaces,"$180,000", 4, 2, 1,3918-W-62nd-St-Chicago-IL-60629,https://www.zillow.com/homedetails/3918-W-62nd-St-Chicago-IL-60629/3936205_zpid/,,"3,746 sqft",$141, 1,,,,
167,Condo,2003,Forced air,Central,2 spaces,"$325,000", 2, 2, 2,5250-N-Lincoln-Ave-APT-3A-Chicago-IL-60625,https://www.zillow.com/homedetails/5250-N-Lincoln-Ave-APT-3A-Chicago-IL-60625/65557777_zpid/,$267/month,,$217,,,,,
168,Condo,2007,Forced air,Central,1 space,"$625,000", 3, 2, 2,3548-N-Reta-Ave-APT-4N-Chicago-IL-60657,https://www.zillow.com/homedetails/3548-N-Reta-Ave-APT-4N-Chicago-IL-60657/2118939514_zpid/,$186/month,,$368,,,,,
169,Condo,No Data,"Forced air, Gas",Central,No Data,"$200,000", 2, 2, 2,1434-W-Lunt-Ave-1N-Chicago-IL-60626,https://www.zillow.com/homedetails/1434-W-Lunt-Ave-1N-Chicago-IL-60626/2146710256_zpid/,$282/mo,,$211,,,,,
170,Condo,1929,"Forced air, Gas",Central,1 space,"$274,950", 1, 1, 1,758-N-Larrabee-St-APT-425-Chicago-IL-60654,https://www.zillow.com/homedetails/758-N-Larrabee-St-APT-425-Chicago-IL-60654/63698881_zpid/,$383/mo,,,,,,,
171,Condo,No Data,No Data,No Data,No Data,"$150,000", 2, 1, 1,1404-W-Thorndale-Ave-APT-1-Chicago-IL-60660,https://www.zillow.com/homedetails/1404-W-Thorndale-Ave-APT-1-Chicago-IL-60660/2077648828_zpid/,$372/mo,,,,,,,
172,Condo,1969,Forced air,Refrigerator,No Data,"$229,900", 3, 3, 2,2921-S-Michigan-Ave-APT-506-Chicago-IL-60616,https://www.zillow.com/homedetails/2921-S-Michigan-Ave-APT-506-Chicago-IL-60616/60204407_zpid/,"$1,253/mo",,$120, 1,,,,
173,Single Family,1928,"Forced air, Gas",Central,2 spaces,"$549,900", 3, 4, 3,5322-N-Ludlam-Ave-Chicago-IL-60630,https://www.zillow.com/homedetails/5322-N-Ludlam-Ave-Chicago-IL-60630/3636456_zpid/,,"3,720 sqft",$502, 1,,,,
174,Single Family,1952,Forced air,Central,6 spaces,"$199,900", 3, 1, 1,Chicago-IL-60655,https://www.zillow.com/homedetails/Chicago-IL-60655/2077649115_zpid/,,"4,961 sqft",$144,,,,,
175,Single Family,1915,Gas,No Data,1 space,"$450,000", 4, 2, 2,4617-N-Kostner-Ave-Chicago-IL-60630,https://www.zillow.com/homedetails/4617-N-Kostner-Ave-Chicago-IL-60630/3646156_zpid/,None,"4,965 sqft",$280,,,,,
176,Condo,1912,"Forced air, Gas",Central,No Data,"$339,000", 2, 1, 1,801-S-Wells-St-APT-301-Chicago-IL-60607,https://www.zillow.com/homedetails/801-S-Wells-St-APT-301-Chicago-IL-60607/49910700_zpid/,$492/mo,,$261,,,,,
177,Condo,1960,Forced air,Central,1 space,"$199,900", 3, 2, 2,6421-N-Damen-Ave-APT-3E-Chicago-IL-60645,https://www.zillow.com/homedetails/6421-N-Damen-Ave-APT-3E-Chicago-IL-60645/80812598_zpid/,$326/month,,No Data,,,,,
178,Condo,2013,Forced air,Central,1 space,"$999,000", 4, 3, 2,902-W-Barry-Ave-3-Chicago-IL-60657,https://www.zillow.com/homedetails/902-W-Barry-Ave-3-Chicago-IL-60657/124870544_zpid/,$250/month,,$357, 1,,,,
179,Condo,1923,Radiant,Other,None,"$185,000", 1, 1, 1,2015-W-Farragut-Ave-1-Chicago-IL-60625,https://www.zillow.com/homedetails/2015-W-Farragut-Ave-1-Chicago-IL-60625/54533254_zpid/,$342/month,,$264,,,,,
180,Condo,1966,"Gas, Other",No Data,1 space,"$134,900", 1, 1, 1,4930-N-Lester-Ave-APT-1C-Chicago-IL-60630,https://www.zillow.com/homedetails/4930-N-Lester-Ave-APT-1C-Chicago-IL-60630/2077649465_zpid/,$221/month,,No Data,,,,,
181,Single Family,1906,Forced air,Central,1 space,"$575,000", 3, 3, 2,4138-N-Harding-Ave-Chicago-IL-60618,https://www.zillow.com/homedetails/4138-N-Harding-Ave-Chicago-IL-60618/3645245_zpid/,,"4,704 sqft",$174, 1,,,,
182,Condo,2008,"Forced air, Heat pump",Central,1 space,"$370,000", 1, 1, 1,50-E-16th-St-UNIT-502-Chicago-IL-60616,https://www.zillow.com/homedetails/50-E-16th-St-UNIT-502-Chicago-IL-60616/113953210_zpid/,$523/month,,$330,,,,,
